,NO2 (ppb),O3 (ppb),Humidity (%),Temp (C),windspeed,direction,wind direction
2022-05-13 12:00:00,15.67,43.97,43.93,27.63,1.46,68.0,E
2022-05-13 13:00:00,13.77,46.23,37.98,27.63,2.98,72.62,E
2022-05-13 14:00:00,13.21,48.69,38.15,27.4,5.81,71.18,E
2022-05-13 15:00:00,15.3,49.38,38.43,27.23,6.98,57.97,NE
2022-05-13 16:00:00,16.49,49.66,37.83,26.78,6.23,56.73,NE
2022-05-13 17:00:00,26.05,46.38,41.93,25.83,5.65,52.05,NE
2022-05-13 18:00:00,25.64,41.31,44.13,24.5,5.29,53.52,NE
2022-05-13 19:00:00,37.66,31.71,46.73,24.0,4.09,65.13,NE
2022-05-13 20:00:00,38.59,31.57,55.55,23.25,2.02,206.38,SW
2022-05-13 21:00:00,26.81,36.28,60.63,21.78,1.08,184.17,S
2022-05-13 22:00:00,22.75,31.77,57.98,21.2,0.92,131.65,SE
2022-05-13 23:00:00,20.32,32.38,58.73,20.6,1.76,111.63,E
2022-05-14 00:00:00,30.56,22.48,62.4,19.53,0.92,107.68,E
2022-05-14 01:00:00,28.22,19.71,62.63,18.73,0.95,191.03,S
2022-05-14 02:00:00,28.07,16.95,60.78,18.68,0.45,263.72,CALM
2022-05-14 03:00:00,34.12,15.1,63.98,18.35,0.13,244.0,CALM
2022-05-14 04:00:00,41.34,13.82,63.0,17.7,0.36,244.0,CALM
2022-05-14 05:00:00,35.66,13.15,61.73,18.63,0.62,250.87,W
2022-05-14 06:00:00,22.12,21.7,56.63,21.7,0.84,253.83,W
2022-05-14 07:00:00,11.78,32.47,53.33,23.35,0.65,249.87,W
2022-05-14 08:00:00,12.79,34.44,50.38,24.3,1.14,113.77,SE
2022-05-14 09:00:00,14.02,36.41,47.95,25.95,1.71,64.63,NE
2022-05-14 10:00:00,13.86,40.25,46.58,26.53,1.89,71.85,E
2022-05-14 11:00:00,16.81,46.85,47.85,27.2,2.51,60.62,NE
2022-05-14 12:00:00,16.62,46.7,47.48,28.0,2.91,69.22,E
2022-05-14 13:00:00,20.02,45.05,46.83,27.25,3.46,73.27,E
2022-05-14 14:00:00,17.56,47.74,44.48,27.55,4.11,74.73,E
2022-05-14 15:00:00,36.71,49.57,53.73,25.48,3.34,83.75,E
2022-05-14 16:00:00,92.68,19.88,75.83,21.65,4.83,74.45,E
2022-05-14 17:00:00,66.15,15.31,76.73,21.55,2.6,171.78,S
2022-05-14 18:00:00,62.23,12.21,76.18,20.98,0.57,256.47,W
2022-05-14 19:00:00,35.13,15.04,72.55,19.9,0.5,194.43,S
2022-05-14 20:00:00,49.16,7.0,73.33,19.23,0.91,214.17,SW
2022-05-14 21:00:00,58.39,3.72,76.03,18.8,1.2,251.95,W
2022-05-14 22:00:00,52.59,2.94,76.48,18.4,0.61,261.52,W
2022-05-14 23:00:00,45.65,3.75,76.8,18.13,0.48,250.02,CALM
2022-05-15 00:00:00,40.03,5.33,76.63,17.73,0.74,243.73,SW
2022-05-15 01:00:00,36.73,5.66,76.8,17.53,0.9,254.0,W
2022-05-15 02:00:00,34.89,4.78,79.33,17.3,0.57,244.83,SW
2022-05-15 03:00:00,34.57,2.23,81.18,17.2,0.84,243.35,SW
2022-05-15 04:00:00,36.67,0.8,81.88,17.23,1.23,241.83,SW
2022-05-15 05:00:00,35.9,13.294999999999998,80.9,18.6,0.54,237.1,SW
2022-05-15 06:00:00,14.83,9.78,68.48,22.08,0.72,239.5,SW
2022-05-15 07:00:00,7.44,18.45,57.13,25.2,0.32,233.67,CALM
2022-05-15 08:00:00,7.84,24.09,51.13,27.6,1.41,134.78,SE
2022-05-15 09:00:00,8.74,33.41,46.25,29.1,1.59,133.62,SE
2022-05-15 10:00:00,11.03,39.07,45.03,28.75,1.91,137.43,SE
2022-05-15 11:00:00,14.39,40.47,41.7,29.53,2.91,94.07,E
2022-05-15 12:00:00,11.76,40.09,38.4,31.08,2.31,72.18,E
2022-05-15 13:00:00,13.05,50.64,35.48,31.88,2.19,76.38,E
2022-05-15 14:00:00,12.11,53.22,34.73,31.13,2.3,114.3,SE
2022-05-15 15:00:00,24.36,57.91,41.38,30.1,3.71,56.6,NE
2022-05-15 16:00:00,27.34,53.14,44.28,28.7,4.06,50.32,NE
2022-05-15 17:00:00,27.38,50.29,45.93,27.73,4.49,54.93,NE
2022-05-15 18:00:00,30.25,44.01,49.88,26.3,3.76,73.58,E
2022-05-15 19:00:00,55.78,27.69,54.6,24.85,3.09,242.5,SW
2022-05-15 20:00:00,69.86,16.55,59.18,23.45,2.05,227.55,SW
2022-05-15 21:00:00,43.04,23.96,61.45,22.48,1.14,217.48,SW
2022-05-15 22:00:00,47.82,19.05,61.15,22.53,0.89,270.45,W
2022-05-15 23:00:00,47.43,16.7,63.83,21.63,0.89,233.8,SW
2022-05-16 00:00:00,34.42,19.75,66.05,20.68,0.43,269.88,CALM
2022-05-16 01:00:00,35.64,12.23,69.23,20.28,0.77,241.98,SW
2022-05-16 02:00:00,30.18,11.87,72.2,19.33,0.52,248.25,W
2022-05-16 03:00:00,34.95,7.73,74.7,18.55,0.51,254.47,W
2022-05-16 04:00:00,48.01,2.13,77.25,18.13,0.78,243.92,SW
2022-05-16 05:00:00,39.53,1.88,76.88,19.35,0.62,244.15,SW
2022-05-16 06:00:00,32.15,2.3,73.03,21.53,0.34,239.85,CALM
2022-05-16 07:00:00,26.79,8.72,67.23,23.53,0.69,187.4,S
2022-05-16 08:00:00,24.28,15.13,61.23,25.6,0.98,53.68,NE
2022-05-16 09:00:00,22.09,23.36,55.75,27.13,1.74,66.12,NE
2022-05-16 10:00:00,15.16,34.44,48.73,29.23,1.88,68.18,E
2022-05-16 11:00:00,14.34,42.99,45.18,30.03,2.26,63.2,NE
2022-05-16 12:00:00,14.42,45.91,44.05,30.03,2.67,67.9,E
2022-05-16 13:00:00,21.04,46.36,44.48,29.38,3.11,77.92,E
2022-05-16 14:00:00,17.46,49.29,45.4,28.9,4.65,51.95,NE
2022-05-16 15:00:00,21.89,49.2,45.13,28.2,4.67,66.0,NE
2022-05-16 16:00:00,21.65,45.45,42.75,28.33,5.73,67.52,E
2022-05-16 17:00:00,25.25,46.08,46.8,27.58,5.5,74.38,E
2022-05-16 18:00:00,33.2,42.54,52.25,25.88,3.92,77.32,E
2022-05-16 19:00:00,62.4,21.57,55.8,24.33,3.17,167.43,S
2022-05-16 20:00:00,67.68,15.52,58.38,23.1,2.32,230.72,SW
2022-05-16 21:00:00,61.81,13.94,57.65,22.08,0.99,247.3,SW
2022-05-16 22:00:00,54.54,14.45,57.15,21.3,0.69,236.72,SW
2022-05-16 23:00:00,41.28,11.96,64.38,20.7,0.7,245.65,SW
2022-05-17 00:00:00,46.44,14.21,70.38,20.0,1.07,268.18,W
2022-05-17 01:00:00,37.57,17.19,76.4,19.58,0.91,254.98,W
2022-05-17 02:00:00,32.05,18.66,80.9,19.15,0.49,242.13,CALM
2022-05-17 03:00:00,39.5,10.4,82.73,18.7,0.21,242.35,CALM
2022-05-17 04:00:00,49.08,1.2,83.1,18.3,0.32,245.68,CALM
2022-05-17 05:00:00,41.62,12.153,81.0,19.63,0.16,251.0,CALM
2022-05-17 06:00:00,28.63,3.07,71.98,22.78,0.18,251.0,CALM
2022-05-17 07:00:00,27.73,8.6,65.2,24.85,0.23,239.27,CALM
2022-05-17 08:00:00,28.81,15.54,62.15,25.78,0.88,76.02,E
2022-05-17 09:00:00,25.42,20.71,58.45,27.4,1.98,79.8,E
2022-05-17 10:00:00,10.38,32.7,46.78,29.28,1.95,70.7,E
2022-05-17 11:00:00,10.43,40.52,44.3,29.38,2.17,72.98,E
2022-05-17 12:00:00,18.27,42.5,44.03,30.58,2.64,71.8,E
2022-05-17 13:00:00,25.28,45.97,49.18,30.5,3.19,61.85,NE
2022-05-17 14:00:00,22.05,48.35,49.58,29.13,2.62,79.68,E
2022-05-17 15:00:00,27.66,43.39,50.5,28.45,2.91,84.68,E
2022-05-17 16:00:00,21.24,44.35,46.9,28.58,6.14,70.48,E
2022-05-17 17:00:00,23.61,44.79,46.68,27.98,4.43,87.5,E
2022-05-17 18:00:00,37.77,37.17,53.33,26.6,3.92,178.45,S
2022-05-17 19:00:00,66.73,21.25,58.48,25.25,3.33,199.07,S
2022-05-17 20:00:00,52.2,22.43,58.2,24.13,1.64,178.03,S
2022-05-17 21:00:00,30.03,27.29,64.33,23.4,0.99,269.93,W
2022-05-17 22:00:00,36.11,21.08,65.88,22.78,1.07,153.53,SE
2022-05-17 23:00:00,24.77,22.35,67.15,22.18,0.72,150.28,SE
2022-05-18 00:00:00,24.79,16.5,69.03,21.33,0.76,140.7,SE
2022-05-18 01:00:00,21.29,21.3,71.25,20.9,0.52,164.42,S
2022-05-18 02:00:00,11.99,26.08,67.15,21.05,0.61,271.8,W
2022-05-18 03:00:00,12.11,27.19,66.4,20.78,0.3,184.1,CALM
2022-05-18 04:00:00,19.76,25.7,64.98,20.65,0.83,267.87,W
2022-05-18 05:00:00,9.03,30.98,59.5,21.98,0.49,245.2,CALM
2022-05-18 06:00:00,12.02,27.47,55.78,23.93,0.71,200.68,S
2022-05-18 07:00:00,10.36,30.11,50.73,26.3,3.3,213.45,SW
2022-05-18 08:00:00,9.21,37.21,45.23,28.18,2.51,176.03,S
2022-05-18 09:00:00,9.25,40.76,42.03,29.63,2.49,187.25,S
2022-05-18 10:00:00,10.08,41.3,40.25,30.73,3.93,205.18,SW
2022-05-18 11:00:00,11.36,43.58,38.88,31.45,4.15,176.97,S
2022-05-18 12:00:00,12.66,45.9,38.33,31.65,4.71,190.07,S
2022-05-18 13:00:00,12.18,47.21,37.88,30.85,4.69,190.25,S
2022-05-18 14:00:00,13.27,51.75,39.83,29.45,4.65,185.18,S
2022-05-18 15:00:00,19.27,47.9,43.13,27.53,5.67,196.85,S
2022-05-18 16:00:00,19.89,44.41,46.1,25.8,5.98,180.07,S
2022-05-18 17:00:00,18.06,40.92,46.23,24.95,5.53,194.53,S
2022-05-18 18:00:00,15.99,43.37,49.3,24.08,4.99,211.15,SW
2022-05-18 19:00:00,23.64,42.96,61.43,21.68,4.75,218.72,SW
2022-05-18 20:00:00,15.01,34.01,62.88,19.03,6.44,230.42,SW
2022-05-18 21:00:00,8.79,33.26,60.38,17.23,6.31,246.83,SW
2022-05-18 22:00:00,8.09,32.97,55.78,16.6,4.42,285.92,W
2022-05-18 23:00:00,3.78,32.94,59.25,15.88,4.88,297.23,NW
2022-05-19 00:00:00,4.65,32.79,54.73,15.55,4.96,225.55,SW
2022-05-19 01:00:00,4.12,31.99,52.35,15.83,1.88,232.03,SW
2022-05-19 02:00:00,3.64,29.64,54.65,14.9,2.22,234.7,SW
2022-05-19 03:00:00,4.58,30.06,55.28,13.9,1.13,246.03,SW
2022-05-19 04:00:00,22.09,20.47,63.38,13.55,1.35,255.85,W
2022-05-19 05:00:00,21.16,21.93,66.35,15.05,2.22,249.93,W
2022-05-19 06:00:00,14.65,25.62,58.9,17.98,0.65,238.75,SW
2022-05-19 07:00:00,9.05,28.53,48.4,20.33,1.51,214.77,SW
2022-05-19 08:00:00,7.15,31.79,45.23,20.7,1.65,168.18,S
2022-05-19 09:00:00,7.92,34.55,43.25,20.68,1.72,124.1,SE
2022-05-19 10:00:00,9.41,34.84,41.38,21.48,3.86,87.12,E
2022-05-19 11:00:00,8.85,39.34,38.35,22.68,4.36,68.47,E
2022-05-19 12:00:00,9.76,41.79,36.23,23.55,4.11,79.38,E
2022-05-19 13:00:00,8.2,48.48,38.93,23.18,4.52,71.87,E
2022-05-19 14:00:00,10.62,46.01,39.3,22.75,4.87,74.33,E
2022-05-19 15:00:00,10.39,45.17,39.38,22.8,6.19,67.42,NE
2022-05-19 16:00:00,10.72,45.08,37.28,22.83,6.08,56.9,NE
2022-05-19 17:00:00,9.16,46.61,37.3,22.4,5.2,52.53,NE
2022-05-19 18:00:00,11.55,43.59,39.83,21.0,4.1,103.3,E
2022-05-19 19:00:00,32.75,28.74,43.1,19.73,3.37,193.98,S
2022-05-19 20:00:00,37.09,22.79,44.65,18.63,3.11,298.98,NW
2022-05-19 21:00:00,47.77,15.9,47.73,17.4,1.54,241.62,SW
2022-05-19 22:00:00,26.38,21.99,50.63,16.93,0.87,231.73,SW
2022-05-19 23:00:00,29.56,18.62,53.75,16.5,0.57,243.48,SW
2022-05-20 00:00:00,19.5,22.95,54.83,15.9,0.49,204.83,CALM
2022-05-20 01:00:00,17.77,23.38,55.0,15.35,0.24,236.93,CALM
2022-05-20 02:00:00,18.03,20.8,56.43,14.6,0.41,276.9,CALM
2022-05-20 03:00:00,23.0,19.01,58.88,14.3,0.78,265.93,W
2022-05-20 04:00:00,41.15,10.47,60.58,14.18,0.5,265.62,W
2022-05-20 05:00:00,45.21,7.09,62.65,15.93,1.13,249.77,W
2022-05-20 06:00:00,26.71,9.12,63.2,18.08,0.54,289.5,W
2022-05-20 07:00:00,28.93,8.1,57.25,19.95,0.95,159.45,S
2022-05-20 08:00:00,24.67,15.32,50.35,22.0,1.92,72.02,E
2022-05-20 09:00:00,11.21,32.27,43.35,23.78,1.66,71.2,E
2022-05-20 10:00:00,8.67,40.31,38.15,25.18,2.67,64.43,NE
2022-05-20 11:00:00,9.4,44.62,34.4,26.25,4.01,68.8,E
2022-05-20 12:00:00,10.77,49.79,33.95,26.63,4.22,73.63,E
2022-05-20 13:00:00,13.43,50.14,34.95,26.63,5.22,63.28,NE
2022-05-20 14:00:00,12.03,49.66,31.95,26.58,5.81,71.45,E
2022-05-20 15:00:00,15.8,48.31,30.28,26.9,5.16,70.63,E
2022-05-20 16:00:00,16.64,47.78,30.75,27.08,4.91,73.38,E
2022-05-20 17:00:00,17.55,47.64,30.4,26.5,3.84,43.97,NE
2022-05-20 18:00:00,23.76,45.56,33.03,24.8,3.09,99.03,E
2022-05-20 19:00:00,48.81,28.6,35.88,22.93,2.51,105.02,E
2022-05-20 20:00:00,55.73,22.32,38.7,21.25,2.47,251.32,W
2022-05-20 21:00:00,59.13,18.09,41.8,20.03,1.5,245.3,SW
2022-05-20 22:00:00,51.47,19.0,43.85,18.88,0.56,244.9,SW
2022-05-20 23:00:00,32.33,26.36,45.33,18.15,0.57,266.88,W
2022-05-21 00:00:00,21.58,31.51,45.08,18.03,0.76,255.7,W
2022-05-21 01:00:00,32.75,22.82,48.25,18.0,0.55,241.05,SW
2022-05-21 02:00:00,29.83,22.31,49.88,17.25,0.85,249.1,W
2022-05-21 03:00:00,45.23,14.71,54.13,16.4,0.48,273.85,CALM
2022-05-21 04:00:00,48.4,10.96,56.88,15.8,0.99,242.55,SW
2022-05-21 05:00:00,44.61,7.8,54.28,17.6,0.86,242.95,SW
2022-05-21 06:00:00,28.04,14.33,58.83,20.48,1.15,244.25,SW
2022-05-21 07:00:00,26.78,12.65,56.35,22.43,0.33,157.0,CALM
2022-05-21 08:00:00,25.41,16.71,51.3,23.9,1.5,71.52,E
2022-05-21 09:00:00,22.16,23.57,42.48,26.13,1.39,57.42,NE
2022-05-21 10:00:00,11.07,38.99,34.15,28.05,1.71,65.3,NE
2022-05-21 11:00:00,9.82,44.19,28.43,29.98,1.91,62.45,NE
2022-05-21 12:00:00,11.84,52.95,27.78,29.78,2.14,81.92,E
2022-05-21 13:00:00,13.98,54.51,29.58,29.6,2.44,70.85,E
2022-05-21 14:00:00,19.57,56.78,34.2,29.33,3.4,64.2,NE
2022-05-21 15:00:00,25.89,55.06,38.23,28.4,3.58,68.97,E
2022-05-21 16:00:00,32.89,50.57,43.63,28.0,4.18,69.7,E
2022-05-21 17:00:00,25.38,47.88,41.05,27.03,4.35,71.32,E
2022-05-21 18:00:00,36.16,43.86,42.35,26.23,2.74,79.63,E
2022-05-21 19:00:00,39.82,38.68,55.3,24.38,3.26,75.27,E
2022-05-21 20:00:00,65.1,14.85,51.53,22.78,1.7,103.1,E
2022-05-21 21:00:00,60.96,12.99,53.55,21.68,0.72,217.82,SW
2022-05-21 22:00:00,57.69,10.76,54.35,20.95,1.06,270.12,W
2022-05-21 23:00:00,43.69,15.47,52.05,20.1,0.46,267.63,CALM
2022-05-22 00:00:00,31.72,18.78,48.98,19.43,0.36,253.92,CALM
2022-05-22 01:00:00,26.38,21.3,48.05,18.98,0.73,248.95,W
2022-05-22 02:00:00,31.29,18.13,49.95,18.45,0.61,242.05,SW
2022-05-22 03:00:00,37.44,14.45,53.78,18.03,0.6,240.08,SW
2022-05-22 04:00:00,44.09,11.21,57.68,17.8,0.52,240.33,SW
2022-05-22 05:00:00,38.49,10.49,61.95,18.48,0.67,241.77,SW
2022-05-22 06:00:00,30.89,10.64,61.73,19.93,0.47,230.3,CALM
2022-05-22 07:00:00,34.52,8.03,56.93,21.75,0.88,140.87,SE
2022-05-22 08:00:00,25.49,21.42,46.75,25.83,0.94,61.23,NE
2022-05-22 09:00:00,19.45,28.04,46.08,28.6,0.46,109.82,CALM
2022-05-22 10:00:00,8.38,40.22,34.98,32.98,2.4,73.67,E
2022-05-22 11:00:00,10.18,45.23,28.35,35.28,1.95,77.43,E
2022-05-22 12:00:00,25.614,59.07899999999999,26.78,35.8,2.45,167.95,S
2022-05-22 13:00:00,21.17,54.92,29.43,34.63,2.82,178.22,S
2022-05-22 14:00:00,21.35,53.0,28.8,34.23,3.39,191.53,S
2022-05-22 15:00:00,23.047,55.912,27.88,34.05,4.54,206.05,SW
2022-05-22 16:00:00,20.46,53.35,30.38,33.03,2.47,194.33,S
2022-05-22 17:00:00,22.97,52.12,34.55,31.15,2.21,191.0,S
2022-05-22 18:00:00,37.85,51.52,41.15,29.0,1.7,193.82,S
2022-05-22 19:00:00,50.87,43.36,48.35,26.63,2.24,167.2,S
2022-05-22 20:00:00,56.36,24.89,64.68,22.43,2.08,282.95,W
2022-05-22 21:00:00,25.05,29.38,54.5,23.1,2.77,244.45,SW
2022-05-22 22:00:00,10.98,32.66,51.1,23.23,1.79,241.62,SW
2022-05-22 23:00:00,8.83,33.19,51.18,22.83,3.79,224.18,SW
2022-05-23 00:00:00,8.73,34.48,51.98,22.48,2.33,206.15,SW
2022-05-23 01:00:00,8.58,35.02,51.85,22.3,1.4,192.88,S
2022-05-23 02:00:00,24.11,19.94,60.28,21.28,4.57,219.3,SW
2022-05-23 03:00:00,28.79,3.68,65.28,19.73,2.64,180.38,S
2022-05-23 04:00:00,41.47,2.47,67.75,18.9,0.7,71.32,E
2022-05-23 05:00:00,36.12,2.16,66.63,20.25,0.32,157.45,CALM
2022-05-23 06:00:00,27.09,12.1,58.2,22.68,0.37,161.85,CALM
2022-05-23 07:00:00,20.73,17.04,49.85,25.68,1.09,161.3,S
2022-05-23 08:00:00,17.27,27.43,46.15,27.35,1.09,70.65,E
2022-05-23 09:00:00,19.27,34.92,44.05,29.13,1.55,82.35,E
2022-05-23 10:00:00,20.37,45.11,44.48,29.88,1.74,71.85,E
2022-05-23 11:00:00,19.05,52.33,44.28,30.4,1.98,68.0,E
2022-05-23 12:00:00,18.82,51.71,41.03,30.3,3.04,71.98,E
2022-05-23 13:00:00,23.99,45.22,41.2,29.08,3.08,83.33,E
2022-05-23 14:00:00,37.4,43.85,53.75,26.15,2.82,67.72,E
2022-05-23 15:00:00,43.89,35.16,61.38,24.18,3.1,152.73,SE
2022-05-23 16:00:00,51.83,22.0,62.3,24.58,5.35,223.23,SW
2022-05-23 17:00:00,44.73,17.43,60.58,25.4,2.9,227.25,SW
2022-05-23 18:00:00,53.75,18.88,65.2,24.75,1.91,116.53,SE
2022-05-23 19:00:00,64.47,11.29,69.73,23.6,0.55,132.92,SE
2022-05-23 20:00:00,61.96,5.83,69.2,22.45,0.65,85.3,E
2022-05-23 21:00:00,54.86,4.6,72.38,21.5,0.68,158.43,S
2022-05-23 22:00:00,51.79,4.08,74.15,20.98,1.01,251.95,W
2022-05-23 23:00:00,45.35,5.17,75.15,20.53,0.67,251.88,W
2022-05-24 00:00:00,26.67,8.82,74.75,20.18,0.18,239.0,CALM
2022-05-24 01:00:00,24.71,9.47,74.95,20.05,0.78,242.2,SW
2022-05-24 02:00:00,24.05,10.45,76.43,19.6,0.58,253.6,W
2022-05-24 03:00:00,35.82,4.89,78.18,19.38,0.72,240.18,SW
2022-05-24 04:00:00,37.14,0.1,80.58,19.3,0.75,239.17,SW
2022-05-24 05:00:00,38.12,17.607,79.23,20.28,0.75,247.07,SW
2022-05-24 06:00:00,24.64,4.22,72.68,22.85,0.24,240.0,CALM
2022-05-24 07:00:00,20.36,8.11,65.98,25.28,0.55,254.6,W
2022-05-24 08:00:00,15.69,25.6,58.85,26.8,1.3,69.25,E
2022-05-24 09:00:00,19.73,31.17,60.68,26.8,1.51,75.0,E
2022-05-24 10:00:00,21.38,30.82,57.98,28.03,2.99,73.68,E
2022-05-24 11:00:00,19.25,38.64,56.13,28.45,3.27,62.9,NE
2022-05-24 12:00:00,24.04,38.28,55.15,28.9,2.73,63.83,NE
2022-05-24 13:00:00,24.55,45.31,56.15,28.48,4.58,74.78,E
2022-05-24 14:00:00,23.6,46.09,54.58,27.88,4.16,68.93,E
2022-05-24 15:00:00,24.19,48.08,55.6,27.28,4.31,84.05,E
2022-05-24 16:00:00,22.13,48.66,55.98,26.58,4.28,67.98,E
2022-05-24 17:00:00,25.93,42.01,56.73,25.45,3.95,76.4,E
2022-05-24 18:00:00,28.85,41.88,59.23,24.65,4.89,65.23,NE
2022-05-24 19:00:00,31.7,39.51,65.08,23.4,3.37,53.33,NE
2022-05-24 20:00:00,20.81,29.33,65.2,23.3,2.4,94.03,E
2022-05-24 21:00:00,17.92,32.83,68.65,22.6,4.04,229.28,SW
2022-05-24 22:00:00,19.77,33.86,69.6,21.98,1.96,155.95,SE
2022-05-24 23:00:00,21.16,29.26,68.75,21.7,0.75,126.93,SE
2022-05-25 00:00:00,19.68,26.29,70.3,21.1,0.64,164.62,S
2022-05-25 01:00:00,24.79,19.18,72.68,20.38,0.64,162.08,S
2022-05-25 02:00:00,22.56,17.95,75.18,19.88,1.17,239.43,SW
2022-05-25 03:00:00,39.86,13.03,78.83,19.23,0.29,235.28,CALM
2022-05-25 04:00:00,54.88,6.27,81.18,18.85,0.44,242.1,CALM
2022-05-25 05:00:00,52.09,0.01,76.55,20.5,0.58,247.85,W
2022-05-25 06:00:00,36.4,5.82,67.43,24.4,0.22,254.73,CALM
2022-05-25 07:00:00,34.91,9.92,59.4,27.45,0.36,288.17,CALM
2022-05-25 08:00:00,26.21,28.19,57.05,27.9,0.7,67.87,E
2022-05-25 09:00:00,24.45,36.51,60.5,27.45,1.34,63.82,NE
2022-05-25 10:00:00,21.64,31.74,55.68,29.4,2.54,68.18,E
2022-05-25 11:00:00,14.9,38.74,51.78,30.73,2.94,71.27,E
2022-05-25 12:00:00,20.14,49.74,54.58,29.58,2.25,81.43,E
2022-05-25 13:00:00,27.32,44.25,55.78,28.4,2.66,84.72,E
2022-05-25 14:00:00,25.11,43.78,54.43,28.63,4.97,78.97,E
2022-05-25 15:00:00,28.25,43.34,55.05,28.8,4.0,71.15,E
2022-05-25 16:00:00,30.84,44.14,57.28,28.3,3.12,83.08,E
2022-05-25 17:00:00,32.25,42.79,58.18,26.75,3.05,85.35,E
2022-05-25 18:00:00,26.53,42.16,59.28,25.45,3.15,90.02,E
2022-05-25 19:00:00,27.09,37.91,58.58,25.28,2.88,77.13,E
2022-05-25 20:00:00,28.08,30.87,58.15,25.43,2.32,158.33,S
2022-05-25 21:00:00,19.56,37.29,52.75,26.15,1.17,221.45,SW
2022-05-25 22:00:00,24.54,46.43,65.75,24.5,1.57,211.32,SW
2022-05-25 23:00:00,23.64,43.01,66.65,23.53,3.05,198.48,S
2022-05-26 00:00:00,21.25,32.71,66.45,22.4,2.36,93.83,E
2022-05-26 01:00:00,20.69,26.46,66.95,21.8,1.44,215.22,SW
2022-05-26 02:00:00,20.71,22.48,67.85,21.03,0.41,257.33,CALM
2022-05-26 03:00:00,30.38,18.21,69.28,20.75,0.61,246.37,SW
2022-05-26 04:00:00,53.28,10.48,70.08,20.65,0.48,242.28,CALM
2022-05-26 05:00:00,58.16,2.25,69.2,22.0,0.8,242.37,SW
2022-05-26 06:00:00,41.65,6.73,62.65,25.08,0.82,245.0,SW
2022-05-26 07:00:00,37.37,11.46,61.7,26.68,0.41,236.47,CALM
2022-05-26 08:00:00,28.16,22.37,58.75,27.65,1.27,73.85,E
2022-05-26 09:00:00,23.66,32.82,57.03,28.48,1.99,72.9,E
