,NO2 (ppb),O3 (ppb),Humidity (%),Temp (C),windspeed,direction,wind direction
2022-06-23 11:00:00,32.07,63.22,40.28,37.58,2.1,66.02,NE
2022-06-23 12:00:00,42.46,61.73,43.05,36.73,2.31,61.4,NE
2022-06-23 13:00:00,50.01,56.22,43.8,37.25,2.51,61.82,NE
2022-06-23 14:00:00,48.77,55.03,46.93,35.85,2.58,65.85,NE
2022-06-23 15:00:00,45.8,53.9,50.2,34.63,2.99,73.25,E
2022-06-23 16:00:00,35.13,56.88,53.98,30.75,4.58,67.15,NE
2022-06-23 17:00:00,57.5,44.31,64.18,28.15,5.29,79.02,E
2022-06-23 18:00:00,42.72,32.52,63.7,26.98,8.93,237.48,SW
2022-06-23 19:00:00,36.13,30.25,64.4,27.15,3.58,246.28,SW
2022-06-23 20:00:00,47.22,23.27,67.45,26.7,2.02,178.68,S
2022-06-23 21:00:00,54.07,15.06,68.05,26.28,1.61,204.63,SW
2022-06-23 22:00:00,44.83,18.66,68.88,25.78,1.12,150.37,SE
2022-06-23 23:00:00,23.32,27.74,67.35,26.03,0.55,264.92,W
2022-06-24 00:00:00,19.73,28.2,65.98,25.85,0.62,228.72,SW
2022-06-24 01:00:00,15.2,29.74,66.2,25.33,1.86,217.8,SW
2022-06-24 02:00:00,10.63,30.91,64.55,24.95,1.31,187.08,S
2022-06-24 03:00:00,17.54,29.48,65.68,24.93,0.59,125.65,SE
2022-06-24 04:00:00,24.96,22.88,68.0,24.7,1.51,212.27,SW
2022-06-24 05:00:00,37.36,18.25,70.25,24.7,1.19,147.57,SE
2022-06-24 06:00:00,31.66,19.62,73.33,25.2,0.98,254.32,W
2022-06-24 07:00:00,25.64,28.33,67.18,26.85,1.55,275.82,W
2022-06-24 08:00:00,26.0,31.63,70.55,25.05,1.75,240.47,SW
2022-06-24 09:00:00,27.54,21.87,72.95,25.1,1.43,148.13,SE
2022-06-24 10:00:00,17.56,27.86,62.38,27.95,4.38,234.28,SW
2022-06-24 11:00:00,8.46,33.98,52.05,30.63,1.57,170.0,S
2022-06-24 12:00:00,12.63,54.7,52.63,31.1,2.43,146.95,SE
2022-06-24 13:00:00,24.75,53.03,55.85,30.33,2.61,126.92,SE
2022-06-24 14:00:00,25.84,48.79,58.35,29.25,5.1,53.5,NE
2022-06-24 15:00:00,25.07,48.23,58.13,28.73,5.2,56.5,NE
2022-06-24 16:00:00,24.95,48.3,58.68,28.23,6.16,57.85,NE
2022-06-24 17:00:00,25.77,44.26,59.05,27.8,5.77,63.47,NE
2022-06-24 18:00:00,25.77,43.35,61.05,26.53,6.39,73.7,E
2022-06-24 19:00:00,25.32,40.39,63.18,25.48,4.89,55.73,NE
2022-06-24 20:00:00,29.89,36.02,68.3,24.63,3.82,262.6,W
2022-06-24 21:00:00,27.38,29.8,70.8,24.28,2.6,300.98,NW
2022-06-24 22:00:00,56.02,14.16,69.2,24.0,1.48,262.38,W
2022-06-24 23:00:00,59.66,10.26,71.48,23.63,0.83,231.02,SW
2022-06-25 00:00:00,38.13,14.64,71.48,23.58,0.25,218.0,CALM
2022-06-25 01:00:00,32.92,16.33,70.93,23.85,0.48,280.12,CALM
2022-06-25 02:00:00,34.31,13.17,72.1,23.78,0.45,251.98,CALM
2022-06-25 03:00:00,41.85,9.99,73.68,23.0,0.59,152.63,SE
2022-06-25 04:00:00,46.34,6.63,76.25,22.5,0.42,140.08,CALM
2022-06-25 05:00:00,38.11,4.16,74.48,23.75,0.82,248.2,W
2022-06-25 06:00:00,25.34,15.75,65.3,26.58,0.35,266.82,CALM
2022-06-25 07:00:00,20.25,25.39,61.95,27.75,0.54,271.87,W
2022-06-25 08:00:00,12.34,35.65,56.73,29.13,1.58,104.37,E
2022-06-25 09:00:00,8.54,41.01,49.5,30.0,2.39,72.85,E
2022-06-25 10:00:00,15.12,52.05,49.55,31.33,3.11,67.25,NE
2022-06-25 11:00:00,14.57,63.59,48.75,32.5,3.18,67.97,E
2022-06-25 12:00:00,29.7,54.72,52.4,32.43,2.62,74.55,E
2022-06-25 13:00:00,30.3,53.21,53.83,31.95,3.1,74.47,E
2022-06-25 14:00:00,38.02,51.3,56.43,32.0,4.25,66.83,NE
2022-06-25 15:00:00,33.77,47.23,58.48,31.38,4.21,72.58,E
2022-06-25 16:00:00,31.7,45.35,57.98,30.88,3.87,74.63,E
2022-06-25 17:00:00,27.94,43.5,58.5,30.53,4.01,77.22,E
2022-06-25 18:00:00,27.27,43.61,57.33,29.93,3.82,71.05,E
2022-06-25 19:00:00,32.02,38.54,60.83,28.93,4.1,58.05,NE
2022-06-25 20:00:00,44.9,25.58,60.98,28.2,4.08,282.62,W
2022-06-25 21:00:00,28.52,32.52,60.55,27.58,2.58,289.72,W
2022-06-25 22:00:00,19.09,43.99,61.63,26.3,1.02,231.83,SW
2022-06-25 23:00:00,12.83,42.29,60.08,25.63,2.58,207.17,SW
2022-06-26 00:00:00,10.75,45.56,59.68,25.4,9.46,241.43,SW
2022-06-26 01:00:00,13.29,44.88,62.9,24.55,6.41,241.72,SW
2022-06-26 02:00:00,17.2,35.81,62.78,24.45,8.09,239.27,SW
2022-06-26 03:00:00,21.55,28.47,64.38,24.05,7.48,246.88,SW
2022-06-26 04:00:00,28.78,25.31,66.35,23.53,1.1,207.78,SW
2022-06-26 05:00:00,31.85,15.79,66.0,24.83,0.49,213.97,CALM
2022-06-26 06:00:00,18.88,27.86,59.88,27.65,0.69,260.57,W
2022-06-26 07:00:00,9.73,31.96,52.03,30.13,0.43,236.73,CALM
2022-06-26 08:00:00,9.63,40.6,46.48,31.68,1.64,109.83,E
2022-06-26 09:00:00,10.87,45.32,43.43,32.78,1.49,171.3,S
2022-06-26 10:00:00,21.33,55.72,46.1,33.05,2.13,137.37,SE
2022-06-26 11:00:00,17.72,53.82,43.58,33.53,2.59,116.37,SE
2022-06-26 12:00:00,17.33,52.56,39.48,34.7,4.19,51.15,NE
2022-06-26 13:00:00,20.94,63.42,38.68,35.55,3.49,67.97,E
2022-06-26 14:00:00,39.3,64.36,49.85,32.78,2.86,146.97,SE
2022-06-26 15:00:00,40.09,52.79,52.65,32.18,3.9,78.62,E
2022-06-26 16:00:00,36.9,51.09,54.9,31.53,6.05,64.33,NE
2022-06-26 17:00:00,35.82,45.95,59.48,30.1,5.51,70.82,E
2022-06-26 18:00:00,42.26,41.32,64.28,28.55,6.4,75.02,E
2022-06-26 19:00:00,42.35,38.73,69.5,27.0,4.5,162.05,S
2022-06-26 20:00:00,37.51,34.77,72.55,25.98,3.32,143.23,SE
2022-06-26 21:00:00,29.99,26.47,72.8,25.35,2.68,248.55,W
2022-06-26 22:00:00,25.68,24.89,69.08,24.98,1.84,278.77,W
2022-06-26 23:00:00,22.77,25.35,70.98,24.45,1.26,227.22,SW
2022-06-27 00:00:00,35.05,18.29,75.0,24.18,0.98,246.5,SW
2022-06-27 01:00:00,28.45,19.19,77.15,23.93,1.24,251.12,W
2022-06-27 02:00:00,23.09,24.7,77.63,23.73,0.58,189.22,S
2022-06-27 03:00:00,23.81,25.31,78.85,23.65,0.4,264.35,CALM
2022-06-27 04:00:00,33.69,20.59,80.2,23.53,1.17,238.4,SW
2022-06-27 05:00:00,24.1,18.0,74.93,24.98,1.62,230.22,SW
2022-06-27 06:00:00,22.63,23.01,67.48,27.78,0.85,233.57,SW
2022-06-27 07:00:00,27.72,28.34,67.5,28.05,0.9,163.62,S
2022-06-27 08:00:00,28.73,32.13,66.73,28.5,1.52,118.77,SE
2022-06-27 09:00:00,25.68,34.32,62.38,29.7,3.34,73.47,E
2022-06-27 10:00:00,21.13,43.6,55.45,31.4,3.39,61.23,NE
2022-06-27 11:00:00,22.89,50.75,53.43,31.55,3.54,67.15,NE
2022-06-27 12:00:00,21.71,48.83,49.58,32.63,3.85,58.37,NE
2022-06-27 13:00:00,27.67,53.06,47.65,32.98,3.08,64.83,NE
2022-06-27 14:00:00,28.9,59.98,45.98,33.55,4.5,68.55,E
2022-06-27 15:00:00,28.42,59.34,48.43,32.98,3.16,65.3,NE
2022-06-27 16:00:00,33.78,54.79,49.08,32.58,3.63,66.52,NE
2022-06-27 17:00:00,38.16,51.19,54.68,30.9,5.48,70.45,E
2022-06-27 18:00:00,43.61,42.93,59.5,29.3,4.39,75.25,E
2022-06-27 19:00:00,43.13,39.79,64.03,27.73,4.14,113.4,SE
2022-06-27 20:00:00,39.12,38.23,68.4,26.7,3.0,153.0,SE
2022-06-27 21:00:00,40.17,31.0,70.88,25.88,2.08,171.8,S
2022-06-27 22:00:00,34.46,26.05,72.35,25.4,2.07,229.37,SW
2022-06-27 23:00:00,31.45,23.63,73.9,25.18,1.47,258.32,W
2022-06-28 00:00:00,28.93,19.26,74.53,24.63,0.54,255.92,W
2022-06-28 01:00:00,21.37,21.3,74.18,24.15,0.62,230.47,SW
2022-06-28 02:00:00,22.51,19.32,75.75,24.1,0.51,258.0,W
2022-06-28 03:00:00,37.29,11.38,77.6,23.75,0.6,268.12,W
2022-06-28 04:00:00,33.91,4.06,82.55,23.68,0.56,266.78,W
2022-06-28 05:00:00,37.73,15.252999999999997,80.78,24.98,0.32,235.3,CALM
2022-06-28 06:00:00,32.85,5.02,74.2,27.05,0.63,76.38,E
2022-06-28 07:00:00,32.08,8.71,71.33,27.95,1.0,175.02,S
2022-06-28 08:00:00,27.63,26.1,67.65,29.35,2.42,67.27,NE
2022-06-28 09:00:00,18.52,36.81,62.58,30.65,2.91,63.6,NE
2022-06-28 10:00:00,16.05,43.87,55.25,32.25,3.85,62.3,NE
2022-06-28 11:00:00,18.96,50.43,52.45,33.28,4.15,59.87,NE
2022-06-28 12:00:00,17.05,53.43,49.18,33.95,4.45,67.43,NE
2022-06-28 13:00:00,24.04,56.89,47.3,33.9,4.87,66.08,NE
2022-06-28 14:00:00,25.57,55.75,45.88,33.78,5.29,72.02,E
2022-06-28 15:00:00,20.88,59.11,41.75,33.55,5.6,74.55,E
2022-06-28 16:00:00,17.52,57.6,38.68,33.78,4.96,69.27,E
2022-06-28 17:00:00,21.0,58.54,36.63,33.73,5.19,69.32,E
2022-06-28 18:00:00,31.13,55.32,38.78,32.23,3.89,109.18,E
2022-06-28 19:00:00,30.41,54.95,44.88,30.58,3.87,190.75,S
2022-06-28 20:00:00,30.9,48.93,48.7,29.53,3.65,215.12,SW
2022-06-28 21:00:00,33.79,52.29,57.1,27.2,3.99,309.02,NW
2022-06-28 22:00:00,27.02,47.03,60.48,25.23,3.04,267.7,W
2022-06-28 23:00:00,23.13,53.68,58.6,24.88,6.68,245.03,SW
2022-06-29 00:00:00,30.61,41.52,69.88,22.78,8.54,245.5,SW
2022-06-29 01:00:00,34.06,27.26,74.5,22.45,8.69,232.93,SW
2022-06-29 02:00:00,27.35,22.22,74.45,22.23,1.58,163.1,S
2022-06-29 03:00:00,24.98,19.93,74.78,22.18,1.02,268.5,W
2022-06-29 04:00:00,47.16,10.69,74.3,22.03,0.81,233.83,SW
2022-06-29 05:00:00,31.02,13.89,70.83,23.63,0.77,213.58,SW
2022-06-29 06:00:00,23.02,21.7,61.58,26.65,0.41,265.67,CALM
2022-06-29 07:00:00,17.89,25.05,55.55,29.4,1.29,174.88,S
2022-06-29 08:00:00,15.8,37.88,51.4,30.93,1.69,108.03,E
2022-06-29 09:00:00,33.79,44.54,56.0,30.78,1.99,161.65,S
2022-06-29 10:00:00,28.94,48.02,56.4,31.18,2.94,98.07,E
2022-06-29 11:00:00,29.73,47.82,52.38,32.33,4.01,65.1,NE
2022-06-29 12:00:00,22.91,48.45,50.33,32.7,4.37,71.5,E
2022-06-29 13:00:00,26.42,46.27,45.78,33.33,4.72,68.45,E
2022-06-29 14:00:00,25.82,48.16,45.13,33.1,4.59,68.32,E
2022-06-29 15:00:00,29.37,49.08,44.53,33.05,4.31,65.52,NE
2022-06-29 16:00:00,24.61,50.24,43.13,32.75,4.12,60.27,NE
2022-06-29 17:00:00,23.47,52.91,39.3,32.3,3.55,53.35,NE
2022-06-29 18:00:00,26.11,55.02,41.73,31.3,5.0,52.3,NE
2022-06-29 19:00:00,31.16,50.95,46.75,29.95,4.05,122.45,SE
2022-06-29 20:00:00,39.59,47.97,54.65,28.58,3.23,234.43,SW
2022-06-29 21:00:00,39.06,40.52,57.98,27.5,3.4,286.57,W
2022-06-29 22:00:00,33.77,34.92,57.98,26.7,2.31,228.8,SW
2022-06-29 23:00:00,25.38,37.69,56.2,26.33,2.14,256.95,W
2022-06-30 00:00:00,32.08,29.32,57.35,25.83,1.32,236.95,SW
2022-06-30 01:00:00,30.79,27.21,61.48,25.2,1.24,244.75,SW
2022-06-30 02:00:00,25.29,30.13,61.78,24.6,0.49,258.08,CALM
2022-06-30 03:00:00,41.17,20.23,63.28,24.1,0.21,252.25,CALM
2022-06-30 04:00:00,58.43,13.84,69.93,23.9,0.23,275.62,CALM
2022-06-30 05:00:00,53.48,4.9,70.08,25.3,0.3,243.05,CALM
2022-06-30 06:00:00,32.91,9.03,65.5,28.03,0.35,257.05,CALM
2022-06-30 07:00:00,32.88,12.08,62.5,29.38,0.68,235.32,SW
2022-07-01 00:00:00,32.61,30.5,55.2,26.28,0.54,263.92,W
2022-07-01 01:00:00,23.73,34.32,55.9,25.9,0.58,250.78,W
2022-07-01 02:00:00,31.49,28.23,57.28,25.33,0.75,273.68,W
2022-07-01 03:00:00,47.23,17.34,62.73,24.75,0.63,266.9,W
2022-07-01 04:00:00,57.03,10.37,63.1,24.6,1.07,250.52,W
2022-07-01 05:00:00,46.49,15.05,61.85,26.1,0.52,250.67,W
2022-07-01 06:00:00,31.33,21.87,58.08,28.6,0.6,228.22,SW
2022-07-01 07:00:00,41.02,28.87,64.73,29.7,1.04,311.38,NW
2022-07-01 08:00:00,27.16,33.71,58.65,31.53,1.58,147.18,SE
2022-07-01 09:00:00,14.48,45.2,49.88,32.65,2.28,68.3,E
2022-07-01 10:00:00,20.85,51.38,49.48,33.03,2.19,68.93,E
2022-07-01 11:00:00,25.81,53.0,49.48,33.48,2.45,62.98,NE
2022-07-01 12:00:00,27.34,54.31,49.7,33.78,3.45,56.93,NE
2022-07-01 13:00:00,31.27,55.66,51.48,33.0,3.81,71.97,E
2022-07-01 14:00:00,39.09,49.02,53.58,32.23,4.23,65.67,NE
2022-07-01 15:00:00,32.24,48.14,55.48,31.33,5.86,80.15,E
2022-07-01 16:00:00,36.49,47.09,57.28,31.35,3.99,71.4,E
2022-07-01 17:00:00,24.01,40.41,49.98,31.55,4.64,65.37,NE
2022-07-01 18:00:00,24.27,45.06,45.98,31.4,4.3,64.68,NE
2022-07-01 19:00:00,38.06,38.13,48.85,30.73,2.26,176.37,S
2022-07-01 20:00:00,71.69,39.41,62.13,29.48,1.75,249.48,W
2022-07-01 21:00:00,52.93,22.5,63.8,28.53,1.18,247.68,W
2022-07-01 22:00:00,50.15,20.48,62.6,27.9,1.31,103.37,E
2022-07-01 23:00:00,48.34,17.67,60.83,27.03,0.66,177.88,S
2022-07-02 00:00:00,32.36,22.58,59.75,26.38,0.47,269.97,CALM
2022-07-02 01:00:00,33.38,23.24,58.63,26.0,0.51,243.1,SW
2022-07-02 02:00:00,37.07,21.34,61.25,25.38,0.58,276.85,W
2022-07-02 03:00:00,35.19,21.78,64.85,24.7,1.13,246.52,SW
2022-07-02 04:00:00,51.84,9.66,68.88,24.33,0.73,252.12,W
2022-07-02 05:00:00,42.42,6.92,69.15,25.4,1.44,243.73,SW
2022-07-02 06:00:00,35.96,11.39,63.48,28.03,0.55,165.72,S
2022-07-02 07:00:00,27.95,17.75,59.35,30.1,0.82,291.42,W
2022-07-02 08:00:00,23.21,27.74,53.1,32.78,1.69,64.9,NE
2022-07-02 09:00:00,26.2,49.28,53.03,33.6,2.05,76.53,E
2022-07-02 10:00:00,25.28,56.14,52.25,34.18,1.72,146.2,SE
2022-07-02 11:00:00,24.48,59.6,48.38,34.73,2.64,59.25,NE
2022-07-02 12:00:00,30.48,59.38,48.03,35.55,3.36,60.38,NE
2022-07-02 13:00:00,23.85,60.93,46.3,35.15,3.39,53.25,NE
2022-07-02 14:00:00,25.13,61.42,45.03,35.0,3.68,72.75,E
2022-07-02 15:00:00,28.36,61.77,44.6,35.05,5.83,155.4,SE
2022-07-02 16:00:00,30.5,58.57,45.53,34.38,4.01,279.33,W
2022-07-02 17:00:00,38.19,56.03,47.33,33.93,4.92,49.2,NE
2022-07-02 18:00:00,46.31,49.68,54.48,32.28,4.0,56.63,NE
2022-07-02 19:00:00,33.99,43.74,54.85,30.88,2.82,82.03,E
2022-07-02 20:00:00,31.37,39.83,53.08,30.23,2.86,124.63,SE
2022-07-02 21:00:00,29.83,35.0,51.88,29.75,1.8,154.28,SE
2022-07-02 22:00:00,33.7,35.0,50.83,29.13,1.07,208.2,SW
2022-07-02 23:00:00,27.1,45.49,53.43,28.55,0.81,191.52,S
2022-07-03 00:00:00,34.51,37.87,55.18,28.83,0.61,271.4,W
2022-07-03 01:00:00,45.65,28.86,64.78,28.15,1.57,252.63,W
2022-07-03 02:00:00,33.2,25.27,67.4,26.93,0.7,142.2,SE
2022-07-03 03:00:00,40.88,23.73,67.45,26.28,0.7,128.02,SE
2022-07-03 04:00:00,40.36,16.99,75.48,25.38,0.26,135.85,CALM
2022-07-03 05:00:00,36.53,14.0,74.83,25.8,0.59,113.92,SE
2022-07-03 06:00:00,24.63,14.82,69.03,27.83,0.72,89.3,E
2022-07-03 07:00:00,12.09,34.18,58.18,30.05,1.28,68.93,E
2022-07-03 08:00:00,9.33,43.03,55.65,30.88,1.58,68.07,E
2022-07-03 09:00:00,12.81,47.9,55.95,31.08,3.05,75.33,E
2022-07-03 10:00:00,24.59,46.77,54.4,31.73,3.56,75.33,E
2022-07-03 11:00:00,17.6,52.96,50.4,33.28,4.39,69.67,E
2022-07-03 12:00:00,20.27,60.97,49.15,34.03,4.27,73.83,E
2022-07-03 13:00:00,21.5,63.22,46.83,34.15,4.63,64.68,NE
2022-07-03 14:00:00,25.51,63.53,47.83,33.6,5.43,59.85,NE
2022-07-03 15:00:00,23.45,63.77,46.45,33.35,4.87,70.35,E
2022-07-03 16:00:00,23.92,64.15,43.65,33.38,5.25,61.4,NE
2022-07-03 17:00:00,22.89,61.7,43.18,32.95,5.0,47.55,NE
2022-07-03 18:00:00,22.39,58.87,40.28,32.08,3.9,44.92,NE
2022-07-03 19:00:00,29.2,51.35,41.75,30.98,3.66,53.78,NE
2022-07-03 20:00:00,42.91,39.36,44.63,29.95,2.77,218.73,SW
2022-07-03 21:00:00,44.54,40.33,50.73,29.43,1.79,268.68,W
2022-07-03 22:00:00,58.24,25.19,51.38,28.68,0.49,202.32,CALM
2022-07-03 23:00:00,38.99,31.88,51.28,27.98,0.42,168.27,CALM
2022-07-04 00:00:00,35.56,27.48,55.18,27.65,0.69,249.32,W
2022-07-04 01:00:00,27.8,24.31,59.03,26.9,0.74,253.48,W
2022-07-04 02:00:00,11.29,43.4,49.85,26.83,0.94,143.73,SE
2022-07-04 03:00:00,13.79,42.48,49.88,26.35,0.93,185.58,S
2022-07-04 04:00:00,35.99,29.37,51.9,25.83,2.3,233.32,SW
2022-07-04 05:00:00,51.19,23.84,56.6,26.35,0.55,269.03,W
2022-07-04 06:00:00,35.93,30.94,53.7,28.68,0.81,250.33,W
2022-07-04 07:00:00,29.62,40.58,55.4,29.38,1.41,216.38,SW
2022-07-04 08:00:00,28.76,42.08,54.53,30.1,2.07,126.73,SE
2022-07-04 09:00:00,25.31,49.83,53.45,31.28,2.94,69.37,E
2022-07-04 10:00:00,33.5,53.26,53.15,32.1,3.98,67.28,NE
2022-07-04 11:00:00,38.8,52.65,55.73,32.28,4.07,69.07,E
2022-07-04 12:00:00,31.78,49.23,51.1,33.38,4.28,64.1,NE
2022-07-04 13:00:00,31.13,55.09,49.08,33.58,5.7,56.8,NE
2022-07-04 14:00:00,28.63,58.55,49.83,33.18,5.61,57.08,NE
2022-07-04 15:00:00,25.28,59.44,47.43,32.7,5.48,54.03,NE
2022-07-04 16:00:00,27.22,62.26,47.03,32.33,5.88,60.87,NE
2022-07-04 17:00:00,27.88,60.87,46.38,32.13,5.58,57.2,NE
2022-07-04 18:00:00,27.08,59.61,46.2,31.3,5.82,65.03,NE
2022-07-04 19:00:00,31.82,49.03,46.75,30.5,3.73,81.23,E
2022-07-04 20:00:00,44.69,39.76,48.9,29.35,3.01,196.57,S
2022-07-04 21:00:00,36.16,40.83,51.18,28.68,1.55,274.1,W
2022-07-04 22:00:00,46.62,41.23,59.38,28.2,1.42,247.87,W
2022-07-04 23:00:00,38.61,34.05,62.95,27.5,0.97,269.33,W
2022-07-05 00:00:00,30.03,28.55,62.78,26.93,1.14,108.43,E
2022-07-05 01:00:00,16.2,35.6,58.03,26.53,0.29,150.23,CALM
2022-07-05 02:00:00,9.33,37.63,48.45,25.88,0.34,229.27,CALM
2022-07-05 03:00:00,18.27,34.34,48.43,25.1,2.03,233.68,SW
2022-07-05 04:00:00,61.66,20.21,57.93,24.68,0.46,262.02,CALM
2022-07-05 05:00:00,55.43,16.57,58.3,25.83,0.52,238.58,SW
2022-07-05 06:00:00,28.31,33.09,55.53,28.45,0.7,246.3,SW
2022-07-05 07:00:00,23.92,37.76,52.63,30.28,1.13,280.4,W
2022-07-13 18:00:00,16.09,51.16,30.58,29.3,2.5,131.5,SE
2022-07-13 19:00:00,19.03,46.28,31.55,28.25,3.49,108.85,E
2022-07-14 13:00:00,30.32,63.02,36.65,32.05,5.04,71.92,E
2022-07-14 14:00:00,27.9,60.1,35.78,31.85,4.1,73.8,E
2022-07-14 15:00:00,30.71,59.77,36.38,31.7,5.15,75.82,E
2022-07-14 16:00:00,35.64,53.07,37.4,31.6,4.41,78.3,E
2022-07-14 17:00:00,28.81,52.38,36.35,31.43,3.77,76.07,E
2022-07-14 18:00:00,39.97,41.82,35.18,30.55,2.75,70.13,E
2022-07-14 19:00:00,58.51,30.44,38.35,28.85,1.81,71.25,E
2022-07-14 20:00:00,56.31,28.56,40.0,27.28,0.8,75.68,E
2022-07-14 21:00:00,36.9,33.44,40.45,26.63,0.72,265.07,W
2022-07-14 22:00:00,45.73,29.35,42.03,26.28,0.9,251.1,W
2022-07-14 23:00:00,66.02,18.38,46.4,25.4,0.77,249.87,W
2022-07-15 00:00:00,54.47,17.18,50.4,24.4,0.56,246.53,SW
2022-07-15 01:00:00,45.78,10.54,54.83,23.55,0.35,249.0,CALM
2022-07-15 02:00:00,43.84,11.01,56.13,22.85,0.78,232.93,SW
2022-07-15 03:00:00,43.14,11.54,56.55,22.3,0.67,224.5,SW
2022-07-15 04:00:00,56.62,7.23,57.7,21.88,0.7,241.73,SW
2022-07-15 05:00:00,59.15,5.01,57.5,23.4,0.58,242.25,SW
2022-07-15 06:00:00,51.26,10.35,58.4,26.15,0.51,242.77,SW
2022-07-15 07:00:00,48.84,11.77,57.85,27.23,0.6,210.73,SW
2022-07-15 08:00:00,37.28,25.69,54.23,28.88,1.88,70.13,E
2022-07-15 09:00:00,22.72,34.57,52.58,30.28,1.75,57.7,NE
2022-07-15 10:00:00,24.52,46.48,47.48,31.7,2.4,64.48,NE
2022-07-15 11:00:00,22.56,52.95,45.55,33.08,3.08,70.47,E
2022-07-15 12:00:00,14.94,59.27,39.45,34.15,3.24,63.45,NE
2022-07-15 13:00:00,16.27,64.76,36.8,34.38,3.15,68.78,E
2022-07-15 14:00:00,25.27,69.85,37.2,34.05,3.84,74.92,E
2022-07-15 15:00:00,41.0,58.11,38.68,33.3,3.97,58.12,NE
2022-07-15 16:00:00,36.44,54.63,39.6,33.05,4.02,73.02,E
2022-07-15 17:00:00,33.93,50.26,37.03,32.5,4.22,70.7,E
2022-07-15 18:00:00,28.45,53.47,36.03,31.25,3.49,62.6,NE
2022-07-15 19:00:00,38.49,46.2,38.6,29.98,3.14,77.37,E
2022-07-15 20:00:00,35.44,47.29,41.08,28.38,2.49,153.17,SE
2022-07-15 21:00:00,28.72,51.62,41.15,27.68,1.95,242.27,SW
2022-07-15 22:00:00,26.55,52.24,41.5,27.45,1.77,244.57,SW
2022-07-15 23:00:00,41.27,38.67,44.33,26.95,2.68,239.05,SW
2022-07-16 00:00:00,43.74,34.63,46.83,26.03,1.65,242.93,SW
2022-07-16 01:00:00,42.25,32.34,50.73,25.2,0.45,277.82,CALM
2022-07-16 02:00:00,42.06,25.8,53.48,24.35,0.7,255.07,W
2022-07-16 03:00:00,50.07,19.22,56.33,23.63,0.46,247.75,CALM
2022-07-16 04:00:00,57.95,10.7,60.1,23.15,0.65,242.18,SW
2022-07-16 05:00:00,54.56,9.71,60.8,24.38,0.52,246.18,SW
